dataset,data_name,data_split
VinDr-Mammo-finding,ea4558d72397cf5713783f668b5efaa6_0,Eval
VinDr-Mammo-finding,1959ca267c7a8953a880b69c75168d13_0,Eval
VinDr-Mammo-finding,c95c8777138ea99099eb9c2f77df684a_0,Eval
VinDr-Mammo-finding,d15dc650c9595e5ac5c1b5e253761905_0,Eval
VinDr-Mammo-finding,823c857f0165eea50b05b9c46e1780d8_0,Eval
VinDr-Mammo-finding,a4d498287af7763bac9ccb7b596d4939_0,Eval
VinDr-Mammo-finding,cb14b3265d736649686882aa860bcef0_0,Eval
VinDr-Mammo-finding,adb001c2aa189526561abc1ceb82810b_0,Eval
VinDr-Mammo-finding,013e4b7bcdaf536c4e37b4125ab8148b_0,Eval
VinDr-Mammo-finding,71f409771b43f0e47d6a303c0dc28263_0,Eval
VinDr-Mammo-finding,6e0cfd8cdae637f4613868dbbc34b453_0,Eval
VinDr-Mammo-finding,92465209061a5e8c343c5fcaa70ac220_0,Eval
VinDr-Mammo-finding,6a0be4f170fec63f560775a183182be5_0,Eval
VinDr-Mammo-finding,39f3ef0e8046a9b4e6c81262d634053d_0,Eval
VinDr-Mammo-finding,18a10e43b45786b4311bed1e5e5a56dd_0,Eval
VinDr-Mammo-finding,0cab307846e0ff5ff6f302421c539605_0,Eval
VinDr-Mammo-finding,bc58e54ec75acfc3acfb248f409ff2f4_0,Eval
VinDr-Mammo-finding,b119e0c84e1e3d4a66072329abd56857_3,Eval
VinDr-Mammo-finding,b3faf86a872751ca591a20a46c68b7dc_0,Eval
VinDr-Mammo-finding,829cbbdd27eed0a50c728b7a5f2b0683_0,Eval
VinDr-Mammo-finding,984d290c15646f9113498a06d0a87b3c_0,Eval
VinDr-Mammo-finding,b0c4744265ba1ea6bdf3c1d0991b79a1_0,Eval
VinDr-Mammo-finding,6db25afb04a1b448503aa037a4b955f4_0,Eval
VinDr-Mammo-finding,eee68a195e1bca0721597bdd923edb3e_0,Eval
VinDr-Mammo-finding,64fdb492374ddfe9294ec558c3cf4fd9_0,Eval
VinDr-Mammo-finding,4b1e47252823c8f580ac4b9e6c2429ce_0,Eval
VinDr-Mammo-finding,c66ed5980ba90c803b928174c5623327_0,Eval
VinDr-Mammo-finding,3a6dffa30940fa8f5e115a9888eae9e8_1,Eval
VinDr-Mammo-finding,d010d03b544cd44916f96b9b6febda19_1,Eval
VinDr-Mammo-finding,dc4694b543793f89c7003f4d52adbbcb_0,Eval
VinDr-Mammo-finding,5a0f9fe0f6055009b1811ef4e4926c92_0,Eval
VinDr-Mammo-finding,89537aa9ac593c57e7375f1572e3e773_1,Eval
VinDr-Mammo-finding,59cdcc53f76f8c12741f7770d8fb372d_0,Eval
VinDr-Mammo-finding,7d1ef16add2078608b529209d9d34299_0,Eval
VinDr-Mammo-finding,2671a2eff9d050a10d8bebe42e4c9cb9_0,Eval
VinDr-Mammo-finding,56030132cd20bbf82075392b8dca6405_0,Eval
VinDr-Mammo-finding,f3dee44f17d451479bf163107dbb9cf4_1,Eval
VinDr-Mammo-finding,1c35cb30f776b18ab35a12deae0845b9_0,Eval
VinDr-Mammo-finding,84327b97a8195be40744b4983d5f7cbe_0,Eval
VinDr-Mammo-finding,2682bff9b89f87ca6a9242cbcf4256be_1,Eval
VinDr-Mammo-finding,b119e0c84e1e3d4a66072329abd56857_0,Eval
VinDr-Mammo-finding,2461b5dd3a59b501aaea002ab61050f5_0,Eval
VinDr-Mammo-finding,b6db414be07dc1fb3cbf82a9e3a4966a_0,Eval
VinDr-Mammo-finding,434d11c4a4ad519fd57ed3f8a5398418_0,Eval
VinDr-Mammo-finding,a4940f4a5e68cc3f959039fc7a7101fa_0,Test
VinDr-Mammo-finding,53547c9d07237c5f219ef3fd51173481_0,Test
VinDr-Mammo-finding,6c571a3fb5a3abe21141333f65b5bf09_0,Test
VinDr-Mammo-finding,6fce44a9101a0851e8057e2d36339c17_0,Test
VinDr-Mammo-finding,1297fb4b53170324f0f6eeaf74c4449c_1,Test
VinDr-Mammo-finding,7e279279174120a7bd49d2e142c0bac6_0,Test
VinDr-Mammo-finding,da1a36405c16227ef13b0dbfffd8a3fd_1,Test
VinDr-Mammo-finding,88cb5d78a7d337d3d8a9fee6f9a9c228_0,Test
VinDr-Mammo-finding,27d9bf4e5b772624325d6232ffc8378a_1,Test
VinDr-Mammo-finding,6e4448eaeab5fd0eb114a59553faae7c_0,Test
VinDr-Mammo-finding,175c9ad9cb031644884079a42f660dfc_0,Test
VinDr-Mammo-finding,09e75ac07373f2e576fdcd909993b3bd_0,Test
VinDr-Mammo-finding,dc9441e0647134c8e48c7e0d0b20085f_0,Test
VinDr-Mammo-finding,7385e8cf7b29764525c81de4aa1aebe4_0,Test
VinDr-Mammo-finding,4b08c4f184eb69a3c732c8e8eb627af8_0,Test
VinDr-Mammo-finding,6450616fa854fa9d7a26d111e880792e_0,Test
VinDr-Mammo-finding,7a1975db6fbc004152dcf2e34c03f2fb_0,Test
VinDr-Mammo-finding,29896919b15b2dd978a36b2f68a5ad93_0,Test
VinDr-Mammo-finding,4a06e41e38450e4c6e743b8e8da1ec60_0,Test
VinDr-Mammo-finding,96644e4db54cfd8459a512926a00442d_0,Test
VinDr-Mammo-finding,f978cb9d32a74171873fb280779aa37f_0,Test
VinDr-Mammo-finding,c6748f2e0790cca1d48a24a989c6e1c6_0,Test
VinDr-Mammo-finding,f7cdf7b22955e66d34cc1efccdab5fbf_0,Test
VinDr-Mammo-finding,164ebeb7229eed711a9e91b572a902ff_0,Test
VinDr-Mammo-finding,abfc2ef6885417a4f0f5fa1f5ec4d567_1,Test
VinDr-Mammo-finding,c1b626dbe028a9872412d7646892e446_0,Test
VinDr-Mammo-finding,fc869569babcc087c18d01ff23b27a18_0,Test
VinDr-Mammo-finding,74918520f3030207504cf520ab63c9a9_0,Test
VinDr-Mammo-finding,e9136e59d32433a6803d72c8c97fe513_0,Test
VinDr-Mammo-finding,230e0069cf6710f68b38e0e4ec59a4e4_0,Test
VinDr-Mammo-finding,645750c02921da235324e6b32b8d9eaf_1,Test
VinDr-Mammo-finding,ce9b601781749d4474e373620d1f6b53_0,Test
VinDr-Mammo-finding,343605cd7da7f2515b76d13c3e49e709_2,Test
VinDr-Mammo-finding,b38c4d76e10c004a7b779c01b3f66da0_1,Test
VinDr-Mammo-finding,dc934bafd05c7487d5908800f75a6149_0,Test
VinDr-Mammo-finding,b841c1e419eaa15e8510dbc178dd0e21_0,Test
VinDr-Mammo-finding,f54b07517cb46e8a59c1c10748bdb5ed_0,Test
VinDr-Mammo-finding,0d58856b402c571d3fa0fc19d26267ca_1,Test
VinDr-Mammo-finding,1b26a908ba95c2e63e58f1a44d5a3490_0,Test
VinDr-Mammo-finding,d126171c562499056287d1df68ec2879_0,Test
VinDr-Mammo-finding,202d1c29785f6327985ffda7100e2265_0,Test
VinDr-Mammo-finding,c550be907c02d0f89a264b0cda64e1c6_0,Test
VinDr-Mammo-finding,452d6df3a8579810afc9a46966f12c5e_0,Test
VinDr-Mammo-finding,6f6c283d16eef33b314e99fcedad3831_0,Test
VinDr-Mammo-finding,0f5457dbb9449aa73bb9cf62e1c10847_0,Test
VinDr-Mammo-finding,9b274ce986284ade0c38bdce2eae1275_0,Test
VinDr-Mammo-finding,8c90a9536079688965102363c77df077_0,Test
VinDr-Mammo-finding,44d35d157f5796ebc04b5fb51c3c1f12_0,Test
VinDr-Mammo-finding,341a72c151701051eb8a70b97522b69d_0,Test
VinDr-Mammo-finding,11d7d3658b66d8515393a4c8189104c6_0,Test
VinDr-Mammo-finding,53c092e62d94e3193734c7bdf81a6b49_0,Test
VinDr-Mammo-finding,bb0b2baa47fd2d18a435cbaccdcf4fdd_0,Test
VinDr-Mammo-finding,a8e66fc1ad8e78cb6ab460d32bc7b299_0,Test
VinDr-Mammo-finding,09025dbf5abd08828ecd4ebf03724341_0,Test
VinDr-Mammo-finding,891e28e29869d732f25d8763a6823e07_0,Test
VinDr-Mammo-finding,53c092e62d94e3193734c7bdf81a6b49_1,Test
VinDr-Mammo-finding,557a2c3c6d82872584e701efecda7d0f_0,Test
VinDr-Mammo-finding,3920b4311fa5b13f5a2c9185156ae9d5_2,Test
VinDr-Mammo-finding,26370e9d2e597c2748bf674f2e2de853_0,Test
VinDr-Mammo-finding,a35b8986274c675c008ec264d25bf0fd_0,Test
VinDr-Mammo-finding,626d9144ab105af67e6ab1b00397531a_0,Test
VinDr-Mammo-finding,e9474b0f6b8fee9cf11dca4ac57b8959_1,Test
VinDr-Mammo-finding,d1ae40fad0e989938b7b9e75366c6334_0,Test
VinDr-Mammo-finding,ed6643439c5e0ec39ec171b579188dca_0,Test
VinDr-Mammo-finding,96b378f0fbde6e8d9cf37825fb4b29bf_0,Test
VinDr-Mammo-finding,26eff7e7822b45d98c11fc3e51b46277_0,Test
VinDr-Mammo-finding,f7d9acd8e1f576d801c24f90ad5a99d3_0,Test
VinDr-Mammo-finding,2fc787f72bfa6b6c0bbc0a85413c8a9f_2,Test
VinDr-Mammo-finding,99afa546c964312caccb304f5e8f7a15_0,Test
VinDr-Mammo-finding,45a8bc598847fa7a8ccb5f6e77e95ed5_1,Test
VinDr-Mammo-finding,4d96d394fe4b20778014bdde96b5d34e_0,Test
VinDr-Mammo-finding,230d88855d53b8edfb4c3cc7ef1248db_2,Test
VinDr-Mammo-finding,41040a367358df02680bc6ce2ab7475b_0,Test
VinDr-Mammo-finding,b0251c254808b8d6de51d69952fb35d0_2,Test
VinDr-Mammo-finding,73903959dfe4f3c40cb6f0365945099a_0,Test
VinDr-Mammo-finding,83c039f69fcecdddd9813c5fbb5fcaa3_0,Test
VinDr-Mammo-finding,b0251c254808b8d6de51d69952fb35d0_0,Test
VinDr-Mammo-finding,21a78229489f5b35b0b037f678a5cac4_1,Test
VinDr-Mammo-finding,45a8bc598847fa7a8ccb5f6e77e95ed5_0,Test
VinDr-Mammo-finding,f71ca674d3bf9549f9e68b67ead86d25_0,Test
VinDr-Mammo-finding,09c7c41323c29e418790f733ffb291c1_0,Test
VinDr-Mammo-finding,fb413cf6ef972090326d9886fa500aa2_0,Test
VinDr-Mammo-finding,97967ba10195dfcc97e066919b33c43f_0,Test
VinDr-Mammo-finding,59770d169a397c02181f2bf9566d7447_0,Test
VinDr-Mammo-finding,fc869569babcc087c18d01ff23b27a18_1,Test
VinDr-Mammo-finding,2fc787f72bfa6b6c0bbc0a85413c8a9f_0,Test
VinDr-Mammo-finding,b63ad02240804d2fe3f351b38b44f381_0,Test
VinDr-Mammo-finding,20e22b55458ddc1002871f0b10bc0c91_0,Test
VinDr-Mammo-finding,0f0009a94c664c2b67ae78fd675f323c_1,Test
VinDr-Mammo-finding,f60e4a6ab3f58f13e178fe8d98e532c5_0,Test
VinDr-Mammo-finding,43a9fff4ea9c4f7fa09d56c5583d2096_0,Test
VinDr-Mammo-finding,4c168062d124de078b02efb790f2a65c_0,Test
VinDr-Mammo-finding,93960b56ba5808e9047aff73cf9b0762_1,Test
VinDr-Mammo-finding,caaea8270feed9e68f0e972073b78fbe_0,Test
VinDr-Mammo-finding,b73d4e04b69d52ba6f350cc77da54f95_1,Test
VinDr-Mammo-finding,ce7a0a66fa752fc69aa430027237ef9e_0,Test
VinDr-Mammo-finding,88807858647b9ec4c845d643b6328967_0,Test
VinDr-Mammo-finding,50ce34f1ab60c2c42e03321855568cb2_0,Test
VinDr-Mammo-finding,b74f95f32636aff0b94540891c6b1f14_0,Test
VinDr-Mammo-finding,e49e6e054d2e93ed4de4b356626bc45f_0,Test
VinDr-Mammo-finding,80ae11a78bfd7c9598138c82cd756ad3_0,Test
VinDr-Mammo-finding,aff405327ebfea400a1ac96c37a7a698_0,Test
VinDr-Mammo-finding,5cd330a56ea7c77a1fa1181712966dbf_1,Test
VinDr-Mammo-finding,16c5567c9a2c621c980a8992f6540c01_0,Test
VinDr-Mammo-finding,04ddd99e0fad1aeca36740eaacdf5607_0,Test
VinDr-Mammo-finding,ce334c03dad5d9784977301ab1a84965_0,Test
VinDr-Mammo-finding,31c3acc9ef4579964abea92c254709a4_0,Test
VinDr-Mammo-finding,af34fd8e49975ab42bd8343e4f5eb821_0,Test
VinDr-Mammo-finding,cb76373af323acba87a742770fc4827d_0,Test
VinDr-Mammo-finding,b6c7b7ecd66d7dba1fa601170b9b6ebf_0,Test
VinDr-Mammo-finding,9ea9d05c4f2b57688f04257d9b9b6ab5_0,Test
VinDr-Mammo-finding,b0251c254808b8d6de51d69952fb35d0_3,Test
VinDr-Mammo-finding,557a2c3c6d82872584e701efecda7d0f_1,Test
VinDr-Mammo-finding,e507bee7c9fba777c89f4f1a96887f78_0,Test
VinDr-Mammo-finding,925d349f7ed58f46aab52f42bde3098f_0,Test
VinDr-Mammo-finding,43f6a1154490ceb90f62d50770fe9636_0,Test
VinDr-Mammo-finding,cef78bc38a146cacf45b3538abc4b7e1_0,Test
VinDr-Mammo-finding,645750c02921da235324e6b32b8d9eaf_0,Test
VinDr-Mammo-finding,0f5457dbb9449aa73bb9cf62e1c10847_1,Test
VinDr-Mammo-finding,230d88855d53b8edfb4c3cc7ef1248db_3,Test
VinDr-Mammo-finding,6d9dc7a5dd8bdbe82eceb4424ca04cf5_0,Test
VinDr-Mammo-finding,2ef3b7beac25dd7db4a75e18e9e59d59_0,Test
VinDr-Mammo-finding,10e0f362333df810ac84a9db8fb3fd42_0,Test
VinDr-Mammo-finding,7d13a9b1bc20e17abe19fcee64e52070_0,Test
VinDr-Mammo-finding,65cc9e7db32c047a5b13ed81767ac9fb_0,Test
VinDr-Mammo-finding,1f2ad3de97b6d7a4d8f78af09c11b580_0,Test
VinDr-Mammo-finding,75dca2f372e9a594e1798edd09c44bf9_0,Test
VinDr-Mammo-finding,9992a1941e974a38b391b2a5fa78e6c6_3,Test
VinDr-Mammo-finding,6afc6ec86e57fc23769b413b6921ce77_0,Test
VinDr-Mammo-finding,f60e4a6ab3f58f13e178fe8d98e532c5_2,Test
VinDr-Mammo-finding,66d392ec44df82ac333d01411a01679d_0,Test
VinDr-Mammo-finding,5a8bddeb3da3d0504e4ba9338b24ca0c_0,Test
VinDr-Mammo-finding,40d9a5b10b665f5ddccf111f6bdbc909_0,Test
VinDr-Mammo-finding,a0645ef8030c568f36e4a0430299de5b_0,Test
VinDr-Mammo-finding,333c3fdb0ea842b3c4e4d799b5ea44e5_0,Test
VinDr-Mammo-finding,9fc52c130cd84983d19524a6ab941c34_0,Test
VinDr-Mammo-finding,9faf94bbaf5fa58149b5aee0d0f97c0f_0,Test
VinDr-Mammo-finding,ad50a0920f06e7bf2ff5ea7e4eda123a_1,Test
VinDr-Mammo-finding,59302684b3ec124d146c8098e6925c83_0,Test
VinDr-Mammo-finding,198b5967aaa577ad4089badb22689972_0,Test
VinDr-Mammo-finding,c322176ec94d4fe9b1abc489e4a80fd6_0,Test
VinDr-Mammo-finding,91f8118d5aad4eaa03d93e7c125ef241_0,Test
VinDr-Mammo-finding,d02f7fcc6f0b63b2e5f548c5d595aaba_0,Test
VinDr-Mammo-finding,58217abebc96c95c94cb204d5cc408cd_0,Test
VinDr-Mammo-finding,3944b33b99c98e763763b9da54b4f41c_0,Test
VinDr-Mammo-finding,0426e31fea8079ce30b796c80321a17c_0,Test
VinDr-Mammo-finding,bdf1539e07e60cfcb5e7833f5b63fa86_1,Test
VinDr-Mammo-finding,15ad456e4bc707e7ffeee20e60a3a820_0,Test
VinDr-Mammo-finding,9f026c6261ee776bea03ed2f4dea8f37_0,Test
VinDr-Mammo-finding,dbe631b24f8759c7f7022513582c39ba_0,Test
VinDr-Mammo-finding,af72a8d27de519be26f82dc872eb4de0_0,Test
VinDr-Mammo-finding,922a9c30e31806274c342ef5ce566be8_0,Test
VinDr-Mammo-finding,da1a36405c16227ef13b0dbfffd8a3fd_2,Test
VinDr-Mammo-finding,6ab2f8643bffd0c603fdb15f66f9ff3c_0,Test
VinDr-Mammo-finding,1cfb1d7f513466d8ca7900c23346d309_0,Test
VinDr-Mammo-finding,67f49885895019878c47b21422cec4c9_0,Test
VinDr-Mammo-finding,ecc7ed202ac2b9a6dbedcf323e9c5673_0,Test
VinDr-Mammo-finding,7383cbe8290fe3623721f13673016137_0,Test
VinDr-Mammo-finding,19acc4b912b5637af651392bc1fe6b6e_0,Test
VinDr-Mammo-finding,b50b5943e02004c10ac6de73d93cbe50_2,Test
VinDr-Mammo-finding,ff1006f34fb13f42dff90aff81dc33ce_0,Test
VinDr-Mammo-finding,185d72636122b93911abdbe015985e40_0,Test
VinDr-Mammo-finding,52538aa6ccce48fb567875236f7c876c_1,Test
VinDr-Mammo-finding,230d88855d53b8edfb4c3cc7ef1248db_1,Test
VinDr-Mammo-finding,7e2ac68b81c14f458e7323f2f8951cf2_1,Test
VinDr-Mammo-finding,16772df2fc68173354ed7b5684e40a56_1,Test
VinDr-Mammo-finding,8a7414f4289d4ffdfae1c8c6b767a4ef_0,Test
VinDr-Mammo-finding,d035c81f7e81c0a845b61e566bf7a4bb_1,Test
VinDr-Mammo-finding,f50d531553d2958b575c4f5bb7141b17_0,Test
VinDr-Mammo-finding,01df962b078e38500bf9dd9969a50083_0,Test
VinDr-Mammo-finding,a8e59b1bda9b7d6ae5fcd9ac543bad56_0,Test
VinDr-Mammo-finding,bedd20549cf422130e41408d4e6afa1d_0,Test
VinDr-Mammo-finding,3f43a204d38e938ddc1f5832c508ad1e_0,Test
VinDr-Mammo-finding,f5b9c502a087f77d0606b0291a2e0606_0,Test
VinDr-Mammo-finding,b9e891b754cb3c5b6ecb4b202e8be242_0,Test
VinDr-Mammo-finding,d924e9f6422c24d39309a3e46f379219_0,Test
VinDr-Mammo-finding,31ccd1481d89aa41bddf4a66c7a5c007_0,Test
VinDr-Mammo-finding,6a1c27260cf078234ac7976deaa1e18c_0,Test
VinDr-Mammo-finding,389e63a564ab355b88c8ec7391a11069_0,Test
VinDr-Mammo-finding,cb02caed6492a9619e93a3bd265a9c7f_0,Test
VinDr-Mammo-finding,b0251c254808b8d6de51d69952fb35d0_1,Test
VinDr-Mammo-finding,f978cb9d32a74171873fb280779aa37f_1,Test
VinDr-Mammo-finding,2f944efb1cb9579442df2d7fe6a579b7_0,Test
VinDr-Mammo-finding,3920b4311fa5b13f5a2c9185156ae9d5_0,Test
VinDr-Mammo-finding,9537edc9696af1f34570b16b81f86f50_2,Test
VinDr-Mammo-finding,18636a03282a86b92f6593607cfce29f_0,Test
VinDr-Mammo-finding,9330f08b02db571dcfd55ddffeb66189_1,Test
VinDr-Mammo-finding,53c092e62d94e3193734c7bdf81a6b49_2,Test
VinDr-Mammo-finding,32c871fc00d74fda13141bdb757e0304_0,Test
VinDr-Mammo-finding,7f702504f424839b37f42cd4f884c0b4_0,Test
VinDr-Mammo-finding,20ac518bf6370bc7c2b1adcf7377def8_0,Test
VinDr-Mammo-finding,6c89a90416411eecf56e5ea1fff2a1e2_0,Test
VinDr-Mammo-finding,6f9e49fc60bf2191b109b84f136089ef_0,Test
VinDr-Mammo-finding,2fc787f72bfa6b6c0bbc0a85413c8a9f_1,Test
VinDr-Mammo-finding,2f9a9468e908a35fb3c29fba6ecce60c_0,Test
VinDr-Mammo-finding,c66a8c986ee7f14908f6ce97bcb12a87_0,Test
VinDr-Mammo-finding,fdc97a4e0c7da3511cad7b0f8f3f71f3_0,Test
VinDr-Mammo-finding,b50b5943e02004c10ac6de73d93cbe50_0,Test
VinDr-Mammo-finding,76535d460a21a41e1bda86f0d6742111_0,Test
VinDr-Mammo-finding,0abdf3f3255cb44a2a15908a811fe6e3_0,Test
VinDr-Mammo-finding,a0694adf9540b4f755dfdbcf3b1eb725_0,Test
VinDr-Mammo-finding,e6d36785309f9f0e21046406b937c374_0,Test
VinDr-Mammo-finding,3bc2f60f878f9d6132e9c0eb2755aacd_0,Test
VinDr-Mammo-finding,c99575f6b786336b2c51991f2e84ec91_0,Test
VinDr-Mammo-finding,16772df2fc68173354ed7b5684e40a56_2,Test
VinDr-Mammo-finding,79109e3f4882534cc64d7cad55dfa76f_0,Test
VinDr-Mammo-finding,726355704c0328a581f9182fee4d198f_1,Test
VinDr-Mammo-finding,042733688eecb852ea06140448a8b1bf_0,Test
VinDr-Mammo-finding,16772df2fc68173354ed7b5684e40a56_3,Test
VinDr-Mammo-finding,1eaafc26e519dcbb2f561902d3b6af85_0,Test
VinDr-Mammo-finding,e70431691ffb5b4aab0f98c1de3792ae_0,Test
VinDr-Mammo-finding,c09db8206b7399d68e2e5a3e599fd237_0,Test
VinDr-Mammo-finding,afa93965854c2094f476cc01f96435b0_1,Test
VinDr-Mammo-finding,f2d214b69a7661d43e755f8921706206_0,Test
VinDr-Mammo-finding,9eac03525ce74859de0f3643d611ef78_0,Test
VinDr-Mammo-finding,fa2f7816bf1b07f2104aa4edeff9b107_0,Test
VinDr-Mammo-finding,7e279279174120a7bd49d2e142c0bac6_1,Test
VinDr-Mammo-finding,97b36b94a940b61017d4dd6cbbf5b8fc_0,Test
VinDr-Mammo-finding,d55fe35cb1cac106c8b5f05967642991_0,Test
VinDr-Mammo-finding,5173f7390a4426b1d2ff13dc1db4111a_0,Test
VinDr-Mammo-finding,6d9dc7a5dd8bdbe82eceb4424ca04cf5_1,Test
VinDr-Mammo-finding,84a662914bd6294e308b3a5611e91443_0,Test
VinDr-Mammo-finding,4a29dbe9d326db4d304b619ac9b8d10d_1,Test
VinDr-Mammo-finding,97b36b94a940b61017d4dd6cbbf5b8fc_1,Test
VinDr-Mammo-finding,0a6f0eac805822cd00f3c25ba99569e8_0,Test
VinDr-Mammo-finding,2fc787f72bfa6b6c0bbc0a85413c8a9f_3,Test
VinDr-Mammo-finding,7f702504f424839b37f42cd4f884c0b4_1,Test
VinDr-Mammo-finding,6cab0db67458b7c2bf4afade630adee5_0,Test
VinDr-Mammo-finding,758f244ee63b11692fa627ce500852b9_0,Test
VinDr-Mammo-finding,62f8a16b3e780f015c1ba48c7c98f184_0,Test
VinDr-Mammo-finding,216d7c52e6a86ab26e19b06dac26351c_0,Test
VinDr-Mammo-finding,dbe631b24f8759c7f7022513582c39ba_2,Test
VinDr-Mammo-finding,85942db8feddc69a71df112fabaeda92_0,Test
VinDr-Mammo-finding,99f5d42f781a68bf912189a86e6503d9_0,Test
VinDr-Mammo-finding,225863035d1c03f3c1cd49f409870fde_1,Test
VinDr-Mammo-finding,6266ffa44d75d2edc9d3c725b20b6d49_0,Test
VinDr-Mammo-finding,895919f94d2054826bc04c14f45f080c_0,Test
VinDr-Mammo-finding,5765fc3b2a44f33c127621b8f744425e_1,Test
VinDr-Mammo-finding,4dd908b41dbb97c46b7a8127ef88a647_0,Test
VinDr-Mammo-finding,343605cd7da7f2515b76d13c3e49e709_1,Test
VinDr-Mammo-finding,fc869569babcc087c18d01ff23b27a18_2,Test
VinDr-Mammo-finding,bdf1539e07e60cfcb5e7833f5b63fa86_0,Test
VinDr-Mammo-finding,c368ddd11e70a207a8b86f543eb0b5cf_0,Test
VinDr-Mammo-finding,0d58856b402c571d3fa0fc19d26267ca_0,Test
VinDr-Mammo-finding,333c3fdb0ea842b3c4e4d799b5ea44e5_1,Test
VinDr-Mammo-finding,c198e90ae80f0038f051957d1cf8a857_1,Test
VinDr-Mammo-finding,1297fb4b53170324f0f6eeaf74c4449c_0,Test
VinDr-Mammo-finding,15ad456e4bc707e7ffeee20e60a3a820_1,Test
VinDr-Mammo-finding,09d71ae86ca0383de5dcbcc40fa421ce_0,Test
VinDr-Mammo-finding,1edfbc7b48a507046042a9961755af6a_0,Test
VinDr-Mammo-finding,3b3623000697c9c90501d71b68e41c8f_0,Test
VinDr-Mammo-finding,5e25359359311565e44e3db75ceb341e_0,Test
VinDr-Mammo-finding,cfdda9d0be846ba0716fcf18ae3abf70_0,Test
VinDr-Mammo-finding,ed15e2630a1d858c0e0fa9aa2348eceb_1,Test
VinDr-Mammo-finding,52538aa6ccce48fb567875236f7c876c_0,Test
VinDr-Mammo-finding,0953b01dfcb2ae000cae0a10b610fdcd_0,Test
VinDr-Mammo-finding,ddf0592485d93d7084c29f1fa5e5c443_0,Test
VinDr-Mammo-finding,27d9bf4e5b772624325d6232ffc8378a_0,Test
VinDr-Mammo-finding,dbf35565190e3a285651bdc1ee4be51b_0,Test
VinDr-Mammo-finding,547ad63495fe93f02cc49c9d7590794c_0,Test
VinDr-Mammo-finding,4cbdb93f6b33b976dcb1578fb405e874_0,Test
VinDr-Mammo-finding,0f0009a94c664c2b67ae78fd675f323c_0,Test
VinDr-Mammo-finding,3ab538474fb43b37824d0d549e2c7bec_0,Test
VinDr-Mammo-finding,abfc83dc82a6fb3adcf06da0cc660434_0,Test
VinDr-Mammo-finding,4a06e41e38450e4c6e743b8e8da1ec60_1,Test
VinDr-Mammo-finding,7f72afcf02256cfc9082b290044af395_0,Test
VinDr-Mammo-finding,9992a1941e974a38b391b2a5fa78e6c6_0,Test
VinDr-Mammo-finding,855cb8cc8506fc3be0123848dbea94b0_1,Test
VinDr-Mammo-finding,e3b7ab3f7b67be5266477cdd919dc807_0,Test
VinDr-Mammo-finding,55cc23cefadc5ef6a3ff2ba011ff61ad_0,Test
VinDr-Mammo-finding,d126171c562499056287d1df68ec2879_1,Test
VinDr-Mammo-finding,9f3a7288c7c0d992ffe69a23fe34b1e4_0,Test
VinDr-Mammo-finding,387a7548c8e3d3a71490e3681d16df87_0,Test
VinDr-Mammo-finding,2e62eeadcca2218c0aba4f2921a27153_0,Test
VinDr-Mammo-finding,5765fc3b2a44f33c127621b8f744425e_2,Test
VinDr-Mammo-finding,f727cb1ce049cd0f565a7bf1e919a5bf_0,Test
VinDr-Mammo-finding,a09684693b5555763139afc0c0f87369_0,Test
VinDr-Mammo-finding,edb7f6e44809405ec40a9c2537da62e6_0,Test
VinDr-Mammo-finding,757c82a6a8d56f3f5d9308c967a0d6e2_0,Test
VinDr-Mammo-finding,525a35260f5484d6d3bcb897fbf16364_0,Test
VinDr-Mammo-finding,f60e4a6ab3f58f13e178fe8d98e532c5_1,Test
VinDr-Mammo-finding,396bea28fd4be11598bc53bf5f2b7460_0,Test
VinDr-Mammo-finding,c8673267271111cc481f2793d94eb565_0,Test
VinDr-Mammo-finding,d018c249c36b8ba59d54a6759d4cda38_0,Test
VinDr-Mammo-finding,84e552d2e538d3413048be2e2094a509_0,Test
VinDr-Mammo-finding,2b217e87073f6ea171ab6d5e2034aae3_0,Test
VinDr-Mammo-finding,26f1aa81239b33177321598a0eb599d2_0,Test
VinDr-Mammo-finding,1e2d94424f5a9a847f1a7e8eae1ecdd7_0,Test
VinDr-Mammo-finding,062a18f4573b5f00ad2a0ee1de37b99c_0,Test
VinDr-Mammo-finding,09c7c41323c29e418790f733ffb291c1_1,Test
VinDr-Mammo-finding,dcedab9fff926c42215b3da835e9c9f8_0,Test
VinDr-Mammo-finding,c07913233d9119af17fb07e09717aa30_0,Test
VinDr-Mammo-finding,d12617fc7bdc0bf6f8044e6f406f019b_0,Test
VinDr-Mammo-finding,45a8bc598847fa7a8ccb5f6e77e95ed5_2,Test
VinDr-Mammo-finding,9330f08b02db571dcfd55ddffeb66189_0,Test
VinDr-Mammo-finding,e7c534f3c4d99a2a017cd64191b73923_0,Test
VinDr-Mammo-finding,8ca0d1b5937e87ebe91e09d4e45bcf73_0,Test
VinDr-Mammo-finding,bdd807672f4efedab5c5cb3f0e65e7b5_0,Test
VinDr-Mammo-finding,758800aab197eb56a28eed6849250800_0,Test
VinDr-Mammo-finding,491dccc55dfaad63b0d2eaf6fc7daa8b_0,Test
VinDr-Mammo-finding,6266ffa44d75d2edc9d3c725b20b6d49_1,Test
VinDr-Mammo-finding,bcb1ae36b77c5324ff9243999acc20c2_1,Test
VinDr-Mammo-finding,b83a2bb098dbb6c6de8bf68d45604d0f_0,Test
